"protein_group","number_of_peptides_A_1","number_of_peptides_A_1","number_of_peptides_A_1","number_of_peptides_B_1","number_of_peptides_B_1","number_of_peptides_B_1","abundance_A_1","abundance_B_1","log_fold_change_B_vs_A","differential_abundance_pvalue_B_vs_A","differential_abundance_qvalue_B_vs_A"
"P61313",10,10,12,12,12,12,22.0980365459267,22.117926543097,0.0889668918252099,0.203991571586565,0.4062264880895
"Q9HD33",NA,8,8,NA,6,NA,20.1356111119657,19.9980069147497,-1.33331588010265e-11,0.999996379487457,1
"P51571",5,3,NA,NA,3,5,21.1921260466825,21.224504084261,7.87261850182028e-20,0.999999999510291,1
NA,NA,NA,NA,NA,NA,NA,19.2951781208996,18.0434077350481,-1.02266606338281,0.000426270765909257,0.00204140017783144
"P42846",6,6,4,NA,NA,NA,20.2742730185238,19.3562251878552,-0.882206991886226,4.16788405913753e-06,3.1429017022029e-05
NA,NA,NA,NA,NA,NA,NA,21.0966631579239,18.9238684711422,-0.745052474364003,0.0606216070283028,0.149732941258158
"Q92820",2,4,NA,NA,2,NA,19.8857108850109,20.1279086448724,0.336811287445672,0.0158689784936155,0.0480484618873791
"P30046",1,1,NA,NA,1,3,21.9671953528754,22.0447604854258,9.55146402306598e-20,0.999999999513138,1
"Q8TF05",NA,12,10,NA,10,12,20.1524490737426,20.2623163423371,0.11193229500824,0.175153987934966,0.360038752977429
"Q9Y478",5,4,5,NA,NA,5,19.8888886336841,19.9977218308402,7.52240947952946e-20,0.999999999478224,1
"Q5T1C6",4,NA,NA,NA,NA,NA,19.5942943669309,19.7953368815737,0.235389328327326,0.0936676978324433,0.215886928143713
"P32505",3,3,4,NA,NA,2,20.4686238779807,19.3285259258356,-0.893286779033829,0.00104949841719011,0.00453638334533108
NA,NA,NA,NA,NA,NA,NA,17.7546741260921,19.2440867959782,1.80958052642395,0.00364337623418818,0.013444639693979
NA,NA,NA,NA,NA,NA,NA,19.6778360395799,20.1164581040588,0.174031971372189,0.374687935920781,0.669732059375309
"P09551",NA,1,NA,11,10,5,19.8012686670363,21.621379275209,1.72868876193364,1.1972344885832e-12,2.4886334875044e-11
"P53900",1,3,2,NA,NA,NA,20.6312539745623,19.6207576022697,-0.84195768890543,0.018133349213006,0.0535889713163915
"P27476",8,7,10,NA,NA,NA,20.882961954344,19.6914745264837,-0.898416808964142,3.0521790235386e-08,3.23274686653421e-07
"Q9UPU5",NA,18,19,14,22,22,19.7474143520917,19.7498990236736,0.163029929354655,0.0273615463357486,0.0758145692278605
"Q9GZZ1",NA,7,7,NA,8,7,21.9037921433783,21.8917410490513,0.145100309829657,0.0227467882994698,0.0647076755828075
"P40165",5,3,3,NA,5,4,21.1275656141862,20.0551832802443,-0.834356060696331,0.0163912049341233,0.0491757961647024
"P53004",4,NA,NA,NA,9,7,21.8812806398897,21.8627475738572,0.080873263246724,0.270443632496592,0.513149456531995
"Q9UN86",10,10,12,9,13,10,22.451847187167,22.3530970999389,3.09976853489245e-20,0.999999999602924,1
"Q00325",10,9,10,NA,9,9,22.313282775009,22.1288872471042,3.81557703624247e-12,0.999997596004043,1
"P14174",6,7,7,8,4,6,22.7510226816893,22.7697991504488,0.0443307568260805,0.466337672346674,0.803531226800386
NA,NA,NA,NA,NA,NA,NA,20.9010296616733,20.769766028798,1.40244522704231e-20,0.999999999924977,1
"P48426",4,2,NA,NA,2,4,20.2977783346441,20.3071778698187,9.71786761579352e-20,0.999999999352538,1
"Q8TBX8",2,NA,NA,NA,NA,5,20.5818391875434,20.6566066717812,0.227249873593974,0.0510590593970683,0.129160337125674
"P82979",5,6,4,7,6,6,23.3836406304753,23.3040441065957,7.6765430659178e-21,0.999999999935903,1
"Q99829",3,4,NA,NA,4,6,20.4641702987247,20.6199832386154,0.241277152155656,0.0171886911769676,0.0512888365764356
"P38626",9,8,9,NA,NA,5,20.3585170368278,19.3645534910436,-0.75857026686265,1.53409460189917e-06,1.27267937825716e-05
"Q9UJS0",NA,NA,NA,NA,5,6,20.7006364148038,20.665931997779,0.244756742908127,0.0342818081409735,0.0918815785921294
"P53007",NA,6,8,NA,9,8,21.4966146532396,21.5374546382166,7.85400877553979e-10,0.999939042906078,1
"P38234",4,7,4,5,4,3,20.3358742421247,19.450662749968,-0.715421693177791,0.000127492475425371,0.000708291530140952
"Q12335",7,9,9,6,5,6,23.6044767983751,22.4045421748387,-0.850352891344351,7.05318370360324e-07,6.20367187876355e-06
"P40040",2,2,NA,NA,NA,NA,21.6063284684202,20.6901242755886,-0.667763924041201,0.019162371446094,0.056181279200117
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9UII2",NA,NA,2,NA,NA,NA,23.0495057064074,22.9640874997788,0.072728743799298,0.649458322957761,1
"Q15257",10,10,7,NA,11,9,20.8843921956739,21.0407796536223,0.232465817646973,0.0317420574790255,0.0862005377705844
"P29509",8,11,10,9,11,6,22.7422289565822,21.7813441543713,-0.797315844819025,1.04441384755893e-12,2.17913415562107e-11
"Q13151",7,7,6,9,7,5,22.7705024529921,22.7580826356275,0.0843798545659257,0.180332022805579,0.368227640386667
"O43598",2,2,3,NA,3,2,22.3460944947573,22.3565168290566,0.145976486056521,0.131504346705927,0.283216579052346
"P14832",7,7,6,7,7,6,22.8372927402184,21.6911629072845,-0.918348554122858,2.24056308156147e-14,5.93955816470527e-13
"Q9Y237",4,NA,4,NA,4,3,20.6711082585066,20.4397173299699,-0.0287364261139091,0.515420186046309,0.869213622776365
NA,NA,NA,NA,NA,NA,NA,18.4355805601813,18.4250421340862,3.45921780667373e-20,0.999999999837535,1
"P53254",5,NA,8,NA,NA,NA,19.6934412896049,18.7514405129279,-0.759145297137868,1.98262623676439e-06,1.60870988509392e-05
"P0ADN2",NA,NA,NA,NA,4,4,20.2540499073764,21.152319481888,1.01062787199638,0.00357722169096287,0.0132357202565626
NA,NA,NA,NA,NA,NA,NA,21.00515886905,19.7285377493509,-0.983722628668831,0.000276059296724239,0.00140530375644562
"Q9BQC6",NA,NA,NA,NA,1,1,20.7591814667556,20.9244009093298,1.0927261862973e-19,0.999999999477197,1
"Q9ULR0",4,3,4,NA,3,3,21.1916548857251,20.9407840369645,-9.89003407011587e-20,0.999999999635649,1
NA,NA,NA,NA,NA,NA,NA,21.5492855488017,21.3785064719946,2.52009870078121e-20,0.99999999984852,1
"O60220",NA,NA,NA,NA,2,3,20.8753169199487,20.8822760935107,7.76404234487173e-17,0.999999988817242,1
NA,NA,NA,NA,NA,NA,NA,22.1790635457558,22.2701652727281,0.219893788652206,0.0484072066380363,0.123351697355878
"Cont_Q9TTE1",1,2,NA,NA,2,1,20.4850813968817,20.7186942741597,0.237555702936622,0.291853947462192,0.546856653752588
"P25303",2,3,NA,NA,NA,NA,20.4234693539517,18.8047007657976,-1.5084872602734,0.00031001752210635,0.00155745070122606
"Q9NR45",13,12,14,14,13,14,22.0219402751527,21.991652871475,5.58631754661736e-21,0.999999999916396,1
"P19387",7,7,9,4,7,9,20.8257315965277,20.596998576357,0.0683685869145786,0.330768259592173,0.604267228682211
"P53550",5,7,4,NA,NA,NA,19.7669067372275,18.5796762592107,-1.01480598518097,0.00109464250766761,0.00470950846322109
"Q99627",NA,NA,NA,NA,NA,1,20.5313416930072,20.5237220769229,-3.2705575161437e-20,0.999999999843189,1
NA,NA,NA,NA,NA,NA,NA,20.8465879638026,20.2560722510509,-0.281932327253073,0.174258144763796,0.358595737278112
"P25045",3,NA,8,NA,NA,NA,20.2246811452444,19.2151741130985,-0.745434588313139,9.09240891897062e-07,7.8237006977189e-06
"P17612",NA,NA,NA,NA,3,4,20.4228077334207,20.2585344332495,-1.30639549952999e-20,0.999999999889504,1
"Q86VX2",NA,NA,NA,NA,NA,4,20.102009967936,19.7130838028504,8.90386481842373e-20,0.999999999734543,1
NA,NA,NA,NA,NA,NA,NA,19.6672973289979,19.541482448287,2.825519308469e-20,0.99999999988833,1
"P37330",NA,NA,NA,NA,9,8,18.7200438994284,20.1492780393313,1.66909848995226,2.67233007840569e-14,6.99595845997716e-13
NA,NA,NA,NA,NA,NA,NA,19.6372686884801,19.4515933378828,9.87936443587233e-20,0.999999999753391,1
"P47137",NA,5,NA,NA,NA,NA,20.0519584742048,19.36977483004,-0.365031237418531,0.066062158183812,0.161660043174672
"P40818",NA,11,NA,NA,NA,10,19.4830809385052,19.8301627286142,0.57673673708566,2.4635241487129e-05,0.000158430579668095
"Q5T440",2,NA,NA,NA,NA,4,19.5031278632655,19.6386163509396,0.110172764132001,0.365299187521367,0.65633230519378
"P0CT04",4,6,7,3,4,6,21.2438284839211,20.0701381483856,-0.909398023253032,9.38624512697633e-05,0.000538714172230803
"Q9H4L5",6,7,4,NA,NA,7,20.2721913158524,20.193251192387,0.0160024693899494,0.623550020288733,1
"P15374",8,8,7,NA,10,8,21.4086276106897,21.536821623431,0.135357106917517,0.105433399346206,0.237964768756179
"Q9Y448",NA,3,4,NA,2,3,21.0162349152057,20.3839624579198,-2.51897842861514e-19,0.999999999202228,1
"Q969G3",11,11,11,11,9,8,21.6790014822896,21.6829062137834,0.206978320409632,0.000103575909040938,0.000588981859812714
"Q06706",NA,11,NA,NA,NA,NA,19.8434150829955,19.0274155810715,-0.645248331047058,0.000905575511808513,0.00399836443161277
NA,NA,NA,NA,NA,NA,NA,19.663127968729,19.1863031189016,-4.38967504028348e-19,0.999999999066483,1
"Q07960",6,8,9,NA,7,11,20.4010464838256,20.3996763731929,6.15952044354931e-20,0.99999999946292,1
"Q8TC07",NA,NA,9,NA,NA,8,20.7308306177061,20.5854843139601,3.07536643162715e-19,0.999999999558221,1
"P31383",8,8,7,NA,7,6,21.0894295060892,20.1551126246608,-0.73126790960533,2.48740238994914e-09,3.24825488569829e-08
"Q9H4H8",3,2,NA,NA,2,NA,20.5798120172227,20.7431875016561,0.0612050522888082,0.587274589830144,0.96774761685193
"Q9ULK4",NA,NA,NA,NA,10,NA,18.3705062406835,18.3033734139231,1.17888425790111e-19,0.99999999945636,1
NA,NA,NA,NA,NA,NA,NA,21.1972850838722,20.0789363044254,-1.05754048629118,0.000879038930988805,0.00389424984729086
"Q16877",3,NA,NA,NA,2,2,19.3717149737749,19.2483302835759,8.28464743508388e-21,0.99999999993676,1
"Q03529",3,3,2,NA,NA,1,21.4772820797074,20.7281127978014,-0.541227672684122,0.00025276285477093,0.00130496171532899
"P02008",12,14,13,13,15,15,26.0558665309841,25.9705347246947,1.78687669433798e-12,0.99999761382673,1
"Q96CN7",4,7,6,NA,6,7,22.0321239749985,22.0793160830375,0.231805847058451,0.0128751637347828,0.0401263307046828
"Q9Y262",17,17,15,17,19,16,21.6859998923944,21.6614746002976,0.113586122187081,0.0827891270259104,0.194777301820179
NA,NA,NA,NA,NA,NA,NA,19.6117073754313,19.4333006128591,1.39216644487399e-19,0.999999999425389,1
"P49005",7,7,8,NA,7,6,20.4795673446184,20.4835459816113,0.140591671455964,0.205090776334924,0.40826894141278
"P40075",7,7,9,7,6,7,22.451585966228,21.3784520088877,-0.861596838680919,1.23206941467034e-11,2.25676080904964e-10
"A6NCE7,Q9GZQ8",NA,1,NA,NA,NA,NA,21.7601491367103,21.6809325582695,2.14972934512232e-20,0.99999999990644,1
"P27635",6,5,6,4,7,6,23.4675947414265,23.4794777631711,0.328982052262347,0.0034158781745799,0.0127406746430904
NA,NA,NA,NA,NA,NA,NA,17.9808630472307,20.4634211311441,1.91706423603131,8.3314533833588e-08,8.3314533833588e-07
"Q96BR5",NA,4,4,NA,4,4,20.8977424295119,20.6350407256923,-3.87027172871652e-18,0.999999997726152,1
"O00422",NA,6,5,NA,6,5,20.5787931808209,20.342481264783,-8.66768955237074e-20,0.999999999571908,1
"Q9BVG4",NA,5,NA,NA,4,4,20.9019995484031,20.8565925671316,0.088364915125243,0.33893198025302,0.616745078821069
"P35817",NA,8,NA,NA,NA,NA,20.1328653141078,18.9042197616047,-1.23351126224091,2.6380011511727e-07,2.45241313048719e-06
"Q6PJT7",11,12,13,15,10,14,20.5517352785778,20.5737101830269,0.198158527441926,0.124120331844321,0.271263433534184
"Q9UJX4",NA,NA,NA,NA,NA,3,19.5075581664521,19.6813365039761,0.227786659315298,0.0450953611046701,0.115762837248344
"P40462",7,4,NA,NA,NA,NA,19.3946996314457,18.8790799360784,-0.12666135902112,0.328289053239295,0.600330888131166
"Q9UBR2",NA,NA,NA,NA,NA,5,21.4306574827696,21.471719655072,8.72786448232376e-20,0.999999999377287,1
"P53163",NA,NA,4,NA,NA,NA,20.6634604388356,19.6891071978354,-0.807669846838373,0.000975997101155264,0.00423848506370244
"Q9UI09",4,3,4,NA,3,3,20.9818067145785,20.9424665587683,0.101955810823637,0.451935779843579,0.783336532833187
NA,NA,NA,NA,NA,NA,NA,21.5984932410096,20.7409034092951,-0.589922161135319,0.00787947568202442,0.0260925358205463
NA,NA,NA,NA,NA,NA,NA,20.0491028557558,20.1185023429875,5.59907526159532e-20,0.999999999603267,1
NA,NA,NA,NA,NA,NA,NA,19.4579070301782,18.7153229899324,-6.61894350265229e-19,0.999999999296464,1
NA,NA,NA,NA,NA,NA,NA,19.7074128780942,20.0910924120761,1.14894480444578,0.0215545611567266,0.0618776907222729
"Q9NR19",6,NA,NA,NA,NA,3,20.2069453791694,20.0664032208482,9.11008876500237e-18,0.999999995303017,1
"P49427",NA,NA,NA,NA,NA,2,20.4397194989067,20.5884891772638,1.86467686037775e-19,0.999999999293251,1
"O14562",NA,3,4,NA,NA,4,21.2263275855153,21.1711622921023,0.0718014374752432,0.334162767678612,0.609665799019164
NA,NA,NA,NA,NA,NA,NA,19.7603397419713,19.8580054770541,0.0102719838350551,0.818965236766962,1
"P62750",7,8,9,9,8,9,23.0615155136128,22.9546819941683,2.61976649620788e-20,0.999999999628224,1
"P03915",NA,NA,NA,NA,NA,2,19.4960709178179,19.6794875742841,0.260161444599785,0.137144339358962,0.293653967377407
"P0CX43,P0CX44",10,13,12,9,9,10,23.9157383264698,22.7059931614391,-0.935423892882011,5.13415064545323e-17,1.73747171233326e-15
"O15164",11,7,9,NA,8,14,20.2268852032718,19.9589122081262,-8.29880877919327e-18,0.999999997966796,1
"Q3E795",NA,NA,3,NA,NA,NA,20.3894614915363,19.5585357957869,-0.604926536456054,3.35245034150092e-05,0.000211914571700798
"Q8IV38",NA,6,6,NA,NA,2,19.8210405459005,19.4449360826192,-1.02841536143804e-17,0.999999993587804,1
"Cont_Q3ZBS7",6,8,8,9,9,9,21.3666894278155,21.2911006986417,8.27024647041697e-20,0.999999999422929,1
"Q5VT25",NA,10,9,7,7,14,19.3656080405012,19.3555913031596,0.220693416350903,0.0547932879627891,0.137727693928206
"Q68CQ4",NA,NA,NA,NA,NA,9,19.5804063431948,19.9403189274839,0.43993132114151,0.00510607221330146,0.0178793064882165
"P36639",NA,NA,NA,NA,3,3,20.4646206391537,20.2026765895486,3.78546832133265e-20,0.999999999788602,1
"Q9HCN8",4,5,5,6,5,5,21.4296149115054,21.5513433384929,0.137031876303728,0.0585695986462178,0.145376239931355
"P07947",NA,NA,NA,NA,3,NA,22.5742453641706,21.5707692468146,-0.787615264005193,0.00619998824281594,0.0212669559626876
"Q9Y570",5,7,8,7,8,6,21.1804219175851,21.0855718704545,6.8306379683232e-20,0.999999999383494,1
"Q9UHD9",5,6,7,5,6,4,20.2677146186156,20.3129733247253,0.0705193923577557,0.308956957284726,0.572333482286458
NA,NA,NA,NA,NA,NA,NA,19.9777032449968,19.9739790504286,4.38180262567886e-20,0.999999999809474,1
"P0ACY1",NA,NA,NA,4,2,3,19.5184745987079,19.6179959011529,1.4127695654803e-19,0.99999999942659,1
"P12612",11,13,14,NA,NA,6,20.8648912234729,19.8188379823224,-0.807001977331278,0.000126476300552001,0.000704055634968511
"P43613",1,1,1,NA,NA,NA,19.7311650587223,19.2915084447525,-1.39905013051272e-19,0.999999999493977,1
"P41811",16,18,19,NA,11,14,20.6567650648946,19.6711103308189,-0.757829288405207,1.96300497572735e-12,3.99072440120396e-11
"P22217",8,6,6,NA,5,4,24.0480490659547,22.9306932371049,-0.841218612964523,3.80798075996475e-14,9.65036219991067e-13
"P42940",NA,NA,NA,NA,NA,3,21.0109313544577,20.0701131517843,-2.27754563498599e-19,0.999999999376369,1
"P00724",6,8,NA,NA,NA,NA,21.5046712384741,20.6928008072478,-0.75162910007575,1.17177497872587e-05,8.09881834611277e-05
"Q9H845",2,NA,NA,NA,4,NA,20.2051563400095,19.6699036639495,-9.97157747384654e-18,0.999999996518366,1
"P30044",6,8,6,5,5,7,23.3062435699253,23.2450469419681,0.000526593191155189,0.949367168303582,1
"P50109",NA,4,NA,NA,NA,NA,19.6598838983894,18.518388984672,-0.972982855357165,5.50463334982586e-06,4.05086609460484e-05
"P60891",3,3,NA,NA,NA,3,22.8250809569304,22.8665966639745,3.93967010010077e-09,0.999866092883962,1
"P11908",6,5,3,6,3,3,22.1877444942487,22.2251393459357,8.1568129078399e-11,0.999981320717808,1
"Q9BVC4",3,2,NA,NA,4,2,19.4623394442725,19.7391237998298,0.080250554979877,0.444957729715937,0.774628419047506
"P48047",8,8,9,7,6,9,22.9150666080331,22.8928952848534,0.01320827817236,0.720177652535726,1
"Q9BWE0",7,8,6,NA,7,10,20.4542335174902,20.3022784757552,3.37315099722188e-21,0.999999999952605,1
"P53131",8,7,10,NA,3,NA,20.3045921363623,19.3264553391478,-0.783761009942573,1.76792654852741e-10,2.76394150544425e-09
"Q96EY4",2,2,NA,NA,2,2,20.8894781258702,20.8695703315156,1.1723231251617e-19,0.999999999426498,1
"P38143",4,4,4,NA,4,5,21.4635296971708,20.6548371552804,-0.636061806519693,0.000855027784720486,0.00379936285444251
"P48444",17,15,16,19,15,13,22.3536051468074,22.1866536216071,1.08826624876605e-11,0.999995182418774,1
"P06115",7,8,7,NA,3,4,20.888083504458,20.0858829229937,-0.555134920071835,0.00225114353245323,0.00886088411710313
"Q9NYY8",7,6,4,NA,6,7,19.4786813149707,19.7977974248208,0.419404142421925,0.0765905868324824,0.182358540077339
"P0A7T7",2,3,NA,NA,3,3,22.8835518653062,23.946970026395,1.25571304110626,0.000301853090893415,0.00151884374837575
"Q92538",NA,NA,NA,NA,14,11,19.4950386371263,19.7670659561354,0.219062029821815,0.00944615959503648,0.0304803405537514
NA,NA,NA,NA,NA,NA,NA,19.8839978461594,20.0946752463144,2.45691137965061e-19,0.999999999454898,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O14950,P19105",3,3,3,4,3,4,23.2264654315866,23.1315995019884,0.0597419292186763,0.41127251863535,0.724853121126132
NA,NA,NA,NA,NA,NA,NA,18.1512467683369,18.4188074997241,2.11997553231448e-19,0.999999999526567,1
NA,NA,NA,NA,NA,NA,NA,20.4387584419168,19.359168748421,-1.25491055503658,0.000278954147683887,0.00141646433636375
"O60826",1,NA,NA,NA,3,NA,19.4869774459787,19.8859157143942,0.478683818602164,0.0048153343098558,0.0170271331338036
"Q86UY5",3,NA,1,NA,2,2,20.2977176084061,20.2474294044485,7.65003579276171e-20,0.999999999767247,1
"P38787",9,7,8,NA,2,4,20.7551530194646,19.8448909842747,-0.712624635789926,7.70007992325171e-07,6.71940936698852e-06
"O14972",NA,NA,NA,NA,2,NA,19.7137715641999,19.7380312359669,1.89468880007791e-19,0.999999999602269,1
NA,NA,NA,NA,NA,NA,NA,20.4730432799156,18.452676274808,-1.51917864619568,0.000180078324845719,0.000973159399117568
"P32377",7,9,11,8,6,3,20.7526277810742,19.8932819085388,-0.735458879187844,4.5165508040472e-08,4.71181521850789e-07
"P0A7R5",2,NA,NA,NA,4,4,20.1612504341708,21.872447061942,1.90105597844152,9.71007898889117e-11,1.56659704617285e-09
"Q9BUH6",NA,NA,NA,NA,2,NA,19.806649174629,19.7659607601675,-1.76826732372412e-21,0.999999999987085,1
NA,NA,NA,NA,NA,NA,NA,19.9267557756565,19.7305449366312,5.60337171420769e-20,0.999999999633533,1
"P27306",NA,NA,NA,NA,NA,6,19.0058341140798,19.716586152042,0.780476034591455,0.00873347735844301,0.0284954728626447
"Q9BPX5",NA,4,NA,NA,NA,NA,19.7141064465698,20.1344752865986,0.171312598831821,0.361130682163586,0.649684047328331
"P04843",NA,8,8,NA,12,9,20.2409769784274,20.294347887768,7.82557879652206e-18,0.99999999551538,1
"P39683",13,14,12,NA,NA,NA,20.7027707619373,19.6982057986359,-0.856893621643355,8.6749938130448e-07,7.49941053931443e-06
"Q9Y3D3",NA,NA,4,NA,NA,NA,21.119445827594,21.3015079903205,0.225564453030547,0.205395786838579,0.408729514863433
"Q13405",2,3,4,NA,3,2,21.2191994429332,21.1999963523917,0.108701690247418,0.258636038777861,0.493953893742991
"Q86W56",4,7,7,NA,9,5,20.058488883204,19.7956054520136,-4.26514147388968e-20,0.999999999738125,1
"Q99757",5,5,6,6,4,4,21.5118142821958,21.4373985985058,8.74073874936809e-20,0.999999999513147,1
"O94973",6,NA,6,7,6,9,19.5951502093202,19.9014774457136,0.453729079276333,0.0576907462159332,0.143684523833967
"P0CX33,P0CX34",NA,NA,NA,NA,NA,2,25.1110842076293,23.8484744511995,-1.0170820001023,0.000518418746084521,0.00243008787227119
"P62861",NA,1,NA,NA,NA,1,25.7223334536318,25.7251700839711,1.18542531497304e-19,0.999999999463488,1
"P15624",18,17,13,11,13,11,21.3874626141361,20.5216579538653,-0.740112928074111,3.02702116556008e-10,4.57764781167804e-09
"Q12464",NA,NA,9,NA,NA,NA,20.9067288416442,19.8559654986959,-0.765577826285622,0.0116675443551094,0.0367091106410755
"Q8TB61",NA,NA,NA,NA,NA,1,19.4702958228993,19.7079435952971,0.355041797676378,0.0498881688750981,0.126660264069897
"O75629",1,2,3,NA,3,2,21.057267515069,19.9307849130064,-0.697667392191999,0.050423752698102,0.127844599120359
"P0CX31,P0CX32",5,6,4,4,5,5,22.1698730054781,21.063275546891,-0.953820604453485,1.1072016715426e-09,1.54009255064196e-08
NA,NA,NA,NA,NA,NA,NA,19.377265949637,18.2018003662424,-0.95879107271362,0.00135114072768839,0.00565949512352494
"P36421",5,10,11,NA,5,7,22.5138415934546,21.3542231018981,-0.876549298190472,1.01522057382196e-08,1.17384878848164e-07
"Q9NVX2",10,5,7,NA,8,11,20.4383105085007,20.4902495815376,0.115096058004129,0.373172558033045,0.667453334541862
"P00448",4,4,6,7,9,8,18.1048360447069,19.9415831998774,1.95766659683019,1.53506014604979e-07,1.49204620150199e-06
"P09234",3,3,3,3,3,3,23.3414677756956,23.3348781652649,0.154405782703578,0.0877178235170895,0.204638049819187
"P43603",8,7,8,NA,5,5,21.1525517800791,19.9255816590761,-1.02001974303817,2.36361290177112e-13,5.31095206673269e-12
"Q14807",10,8,11,NA,NA,10,19.3503963279933,19.3802637970217,0.106145386613716,0.181053319273175,0.369292878341096
"Q6PD74",4,4,NA,NA,6,4,20.9231809331402,20.8443849626043,6.78927694843751e-20,0.999999999536646,1
"Q92572",5,NA,1,NA,3,2,20.7874870061238,20.5215419057069,-4.18762997118926e-20,0.999999999825282,1
NA,NA,NA,NA,NA,NA,NA,22.3690899996379,22.3793900002655,1.25803450812412e-11,0.999994608010533,1
NA,NA,NA,NA,NA,NA,NA,19.3929858634002,19.4426990199388,0.115298825066761,0.469813493625972,0.807764835695212
"P0CX25,P0CX26",5,4,4,NA,4,4,22.7411365514753,21.6008178506044,-1.01615358739697,5.24955364043653e-06,3.88466969392303e-05
NA,NA,NA,NA,NA,NA,NA,19.5015723545174,19.693606483885,1.9359280084085e-19,0.999999999548584,1
"O14974",NA,13,NA,14,7,7,20.887803030018,20.5898032584528,-3.04378139908125e-18,0.999999997568674,1
"P37647",4,7,5,5,6,8,21.3309814560693,23.1301809512544,2.042820839518,2.20609827994982e-15,6.24685992536811e-14
"P46087",16,12,19,14,12,15,21.1974655777077,21.125602427458,3.07813621226454e-20,0.99999999968846,1
"P0A7Z0",NA,NA,NA,NA,2,3,19.0792103812957,20.6779481080627,1.57020285777546,1.2938844008151e-05,8.82180771429401e-05
"O14925,Q5SRD1",1,NA,NA,NA,NA,2,21.2129462804104,21.1587015398244,2.62409013676383e-20,0.999999999816039,1
"Q13144",6,9,6,5,5,7,20.5094641314361,20.6238571003016,0.183231663195956,0.0364822121899727,0.096924977335734
"Q969H8",NA,NA,NA,NA,4,NA,21.0669974950108,20.8695062866128,-2.08138487073809e-12,0.99999903548864,1
"P35219",3,5,4,NA,1,3,21.3473529698077,21.4868855582378,0.212699801768927,0.0416869847308973,0.108417415771546
"P06746",NA,NA,NA,NA,NA,6,19.3978118925368,19.6773746982357,0.293041797781187,0.112445771549193,0.251439980700249
"P49821",6,7,9,NA,6,11,20.5878519231059,20.4959065887344,2.11307081813838e-18,0.999999998188293,1
"Q9UHR6",NA,5,NA,NA,5,5,19.6694206569377,19.6011240374285,0.0730369412460383,0.397195730321815,0.704067806862368
"O95721",9,9,10,9,10,10,21.649159394228,21.5678050123465,3.54037546760125e-20,0.999999999463051,1
"P08758",9,10,13,10,11,10,21.5677782230863,21.5242242460546,0.116299524574859,0.159498052903511,0.333539635875843
"P09525",NA,NA,NA,NA,2,NA,19.4090082850447,19.9173627014569,0.736762769751719,0.00728759711978783,0.0244092721875814
"Q9NX20",NA,NA,NA,NA,4,3,20.0345828281744,19.8188436348528,1.3778781608149e-20,0.999999999927398,1
"P53600",4,4,3,NA,NA,NA,21.2764989518404,19.8650663109524,-1.09929732979947,4.03721459430264e-07,3.66719165276262e-06
"P52643",NA,NA,NA,NA,3,NA,19.701253608641,20.1559452298386,0.926714898901259,0.000184572594285491,0.000994541648819879
"Q9UBX3",9,6,7,NA,9,7,20.8145261341959,20.9907605377768,0.314946475961669,0.0943198314687581,0.216849653956755
NA,NA,NA,NA,NA,NA,NA,21.2767926246245,20.2793363887663,-0.714212050223459,0.00773243394348309,0.0256668710444564
"Q8IWZ3",13,10,10,NA,11,11,20.4230222536054,20.3807347911777,0.0917730356132175,0.219517278335388,0.43126403354386
"P32466",NA,5,NA,NA,NA,NA,20.0683232703112,18.8325637351086,-1.03876219072327,0.000168395354792001,0.000913581836848097
"P39004",2,2,2,2,2,2,23.4569241313788,22.2162046735836,-0.77064910998324,0.000802019001360838,0.00359339474319211
"P39003",1,NA,1,NA,NA,NA,23.6503564034437,22.2222224986132,-1.26933585335613,0.000121174381604352,0.000676577281593717
"Q9NPJ3",5,4,NA,5,NA,4,21.1805194628597,21.3050284407583,0.11830036252349,0.303868873241578,0.564477745196602
"Q9H3S7",10,8,17,NA,12,8,20.0013231731622,20.190516600268,0.310062234060662,0.00166664342425739,0.0067566625307732
"P20339",NA,NA,2,NA,NA,NA,19.2774348588989,19.5315521769634,0.261883259476277,0.316426147404957,0.583443560829739
"P51148",4,2,5,3,6,4,19.8949442324063,20.1388519713084,0.030332137023954,0.704412376956944,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P43121",5,NA,NA,NA,NA,NA,19.9388952499354,20.2266188255976,-3.54309107049533e-21,0.9999999999913,1
"P00899",13,11,11,NA,NA,11,21.6078591605747,20.6601592088787,-0.81215710626803,1.72841573270464e-09,2.32268942288396e-08
"Q8IZ83",NA,NA,NA,NA,NA,5,20.2648485199405,19.6698702080765,-0.271617449971617,0.104546495259453,0.236540174761502
"P09417",3,5,5,2,5,5,20.8883490230674,20.634582515038,1.34334060227721e-18,0.999999998033556,1
"P60438",NA,NA,NA,NA,6,5,19.6511909766213,21.5023516971038,2.02211056309777,5.36447541067606e-10,7.77358708335565e-09
"O15084",6,5,NA,NA,8,6,20.6278433699531,20.5275641018184,1.64361787309619e-11,0.999995103354291,1
"Q12996",11,8,8,7,10,7,20.8914812260795,20.9036741269912,5.58089318472508e-20,0.999999999599374,1
