"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"sp|Q02978|M2OM_HUMAN",6,6,6,5,6,7,0.146970511239653,0.289048542052932,26.1566453662224,25.9201118216273,25.9257782263946,25.9686698530723,26.6189643938166,26.4284765046172
"sp|Q03001|DYST_HUMAN",0,0,1,0,1,1,0.508783165970861,0.639381314026138,NA,NA,22.9727211806122,NA,22.3516197726939,22.9871240077933
"sp|Q03048|COFI_YEAST",5,5,6,5,5,5,0.00027320581974614,0.00447947528617329,30.2830182209758,30.1699368075174,30.1831995647175,29.0409459400373,28.9793984798736,29.3266219865097
"sp|Q03063|DIG1_YEAST",2,1,2,1,1,0,0.012411046025083,0.054288604188501,24.1917800528177,23.6344649014987,24.5234584885786,22.1015928247738,23.0015322871804,NA
"sp|Q03102|YMN1_YEAST",2,1,2,1,1,1,0.00117881077679159,0.00953587658179418,23.2032671801089,23.3381020378524,23.3615480601472,21.9121921182887,22.317528332983,22.4781863696329
"sp|Q03104|MSC1_YEAST",10,12,12,8,8,10,0.000777624060775003,0.00726476321404716,27.791475156419,28.0929765170106,28.21310320397,27.0988915731521,26.6964413889612,26.8943385497467
"sp|Q03111|ENL_HUMAN",3,1,3,1,1,2,0.221626845756011,0.373403023573749,25.7765775515325,24.0641260392018,24.3975139858416,23.061039271112,24.0539304585495,24.6681694376647
"sp|Q03154|ACY1_HUMAN",7,7,8,7,8,8,0.140569963231118,0.28194779981414,27.1619398981172,27.2143122198519,27.4143214216773,27.3223261635284,27.6964732439174,27.5437724701502
"sp|Q03161|YMY9_YEAST",5,6,4,4,3,4,0.00151013587296987,0.0113690660636838,26.7967053944104,27.5812036841355,26.8680545330604,25.6182852078031,25.8308458297478,25.733454639027
"sp|Q03195|RLI1_YEAST",6,6,8,6,6,7,0.000507499815212927,0.00579356097460364,27.0368683267793,26.9383374639778,27.1356098623314,26.0841490849132,26.0238064835725,26.2781062004658
"sp|Q03219|YM44_YEAST",2,3,3,1,2,2,0.0774462106952781,0.193259543134386,23.790971510039,24.2584707384374,24.3246625414324,21.2832772858718,23.3900858292762,23.5780139980651
"sp|Q03252|LMNB2_HUMAN",16,15,18,18,20,20,0.0607103504368883,0.163342936252553,28.6752492118728,28.6369025665126,28.868353052572,28.8502965586619,29.2969344065275,29.1627031129704
"sp|Q03262|PGM3_YEAST",0,1,1,0,0,1,0.142352378222339,0.284239362482365,NA,22.572171079054,22.8116135057129,NA,NA,22.1718543862028
"sp|Q03362|YD476_YEAST",2,1,1,1,2,2,0.250652312603908,0.401566887612731,24.9719633397705,24.2373854440283,24.0011091361154,23.4007279351995,24.0790711661832,24.3634158887384
"sp|Q03426|KIME_HUMAN",2,1,1,2,2,2,0.0353622741202806,0.114956800633194,23.9905297483847,23.4105605297005,23.0947085031677,24.7663968755898,23.9529092985815,24.3394433006813
"sp|Q03497|STE20_YEAST",1,1,1,0,1,1,0.00562777269556868,0.0296041834274763,22.3640497089817,22.1551790594656,22.07185795904,NA,21.3121165809398,21.5050432785533
"sp|Q03529|SCS7_YEAST",2,3,3,3,1,2,0.0971398514485768,0.223872745290664,25.7038472882561,25.4762820042623,25.443945815117,25.714870957337,23.5036552306144,23.9895518342049
"sp|Q03532|HAS1_YEAST",1,2,2,1,1,1,0.00568522973764807,0.0298367696005891,22.8731068866498,25.5781180488555,25.6279996704474,20.9186265210124,21.1533414763784,21.7448046552196
"sp|Q03533|TDA1_YEAST",2,1,2,1,0,1,7.00142413842393e-05,0.00264811175770503,23.6288401085905,23.5436696892414,23.6311461233389,21.3613755466729,NA,21.680062751255
"sp|Q03558|OYE2_YEAST",12,12,12,12,12,12,0.000168109674121455,0.00373639201976696,30.7240174370479,30.7983432197995,30.7783578325445,29.8587818262059,29.8914855648691,29.8610812894973
"sp|Q03629|YMH9_YEAST",1,1,2,1,1,2,0.0974900311754562,0.224369426435836,23.6898089663633,23.7820326944944,24.4900165320206,22.9664107235154,23.1884472411024,23.8686738878302
"sp|Q03640|TCB3_YEAST",18,14,17,11,10,11,0.00390785453732021,0.0221505536767362,28.171279121089,27.6733301812171,28.1422495910978,27.2425919843535,27.1382189489157,27.2154458392406
"sp|Q03655|GAS3_YEAST",4,4,3,2,1,2,0.00207472574021225,0.0140015331031451,25.3898801834656,25.3676843258907,25.2127584327792,23.9141515625449,22.9237956062559,24.0536048256903
"sp|Q03690|CLU_YEAST",22,24,24,15,18,15,5.40549026205539e-05,0.00234152808819743,29.0072614984757,29.1632542143196,29.1748566701079,27.6956497219468,27.9118634400925,27.8047518607969
"sp|Q03701|CEBPZ_HUMAN",17,16,16,16,16,18,0.129940652109938,0.268649506027247,29.3027032757463,29.255968190916,28.9815477059924,29.027212587069,28.8280570580857,28.9423598236051
"sp|Q03768|GIR2_YEAST",2,1,2,1,1,1,0.0646816001164675,0.171342020366222,24.4730812481639,22.9272388595555,24.4335199103764,22.7291631817054,22.5638695475659,NA
"sp|Q03769|ENT5_YEAST",1,0,0,0,1,0,NA,NA,22.3378676007464,NA,NA,NA,NA,NA
"sp|Q03862|ARX1_YEAST",3,3,3,2,2,1,0.0287547213304097,0.0990102666810303,24.5271091086598,24.9455868155141,25.2526391911585,23.7188621625547,24.5692791723264,23.6884357235161
"sp|Q03921|DOP1_YEAST",2,2,1,0,0,1,0.088489669522163,0.211526675775581,22.7491801646364,22.4615255711243,21.6405538379361,NA,NA,21.0930947244089
"sp|Q03940|RUVB1_YEAST",7,6,8,6,4,3,0.111017454298662,0.242327716128131,26.9460074336973,26.7504339263419,27.1068869335149,25.887499543998,25.2722964405529,27.0570234214976
"sp|Q03973|HMO1_YEAST",4,4,4,3,3,4,0.010046717581264,0.0463534108612424,25.8134231018078,26.4002971703664,26.4483987045684,25.2131406146842,25.2790765760351,25.6200661589317
"sp|Q04062|RPN9_YEAST",6,5,3,4,3,5,0.101759415640271,0.229017275365438,26.9592739682712,26.6456596028348,25.6400317573718,25.7880172968909,25.6303810670874,25.7779540991938
"sp|Q04067|EIF3G_YEAST",3,3,5,1,2,4,0.0120542059086849,0.0534781501742718,26.379867754364,25.9599390618612,26.7610857421798,23.6173500843585,24.6926456183048,25.4364473800475
"sp|Q04080|GPI17_YEAST",2,0,1,0,0,1,NA,NA,22.1734154843452,NA,23.3195482449229,NA,NA,NA
"sp|Q04175|SXM1_YEAST",2,3,3,0,1,2,0.0231716711736398,0.0852855302839546,24.8051154267117,25.1640395794497,24.9279183836689,NA,24.3095530320139,24.4785090531703
"sp|Q04178|HPRT_YEAST",2,2,2,2,2,1,0.00778216298108374,0.0377593329946129,26.051012173072,26.1822226707678,25.9119437424934,24.8397615959069,25.3454654364638,24.1313712033968
"sp|Q04182|PDR15_YEAST",11,11,12,7,5,7,0.000451419454524308,0.0054868669386069,27.2922091594283,27.2239379124177,27.5709647444464,26.0230953290599,25.5407134991817,26.1329460581984
"sp|Q04206|TF65_HUMAN",7,7,7,7,7,8,0.0405889497546345,0.126639596744026,26.6318988432692,26.4894017207321,26.5690070543271,27.1534767109177,26.6959953457049,27.2153594115011
"sp|Q04225|RRB1_YEAST",2,1,2,1,1,0,0.0202353309497045,0.077834862433539,24.3883692442028,23.6952051574375,24.4072987334758,21.6802109369247,23.134240575136,NA
"sp|Q04304|YMY0_YEAST",3,2,2,1,0,2,0.00188242739456859,0.0131019091878378,25.1687456705189,24.8000567166984,24.9465105608684,23.7452732285201,NA,23.9623711796833
"sp|Q04323|UBXN1_HUMAN",4,5,4,5,4,5,0.00291497249038817,0.0177366819278165,27.2429977020794,27.3322739080905,26.9576641683371,28.0290973134834,27.8770126976819,27.8257377154359
"sp|Q04336|YM54_YEAST",7,10,7,5,3,5,4.55243145814523e-05,0.0022029059125826,26.6247058501045,26.9637233442788,26.8225622011223,25.3280327672645,25.3364992529389,25.391685243619
"sp|Q04338|VTI1_YEAST",2,1,1,1,1,1,0.333935595613893,0.484927960279245,23.5387012676861,21.9826472374015,NA,21.5877018482329,21.9809450083463,22.77799155185
"sp|Q04344|HNT1_YEAST",4,4,4,4,4,4,0.0623426543052357,0.166724799636224,27.0001245908105,26.8695563546354,27.6599300374727,26.7690457906137,26.5434079393797,26.5837565560768
"sp|Q04371|ARMT1_YEAST",6,6,5,5,5,5,0.000984887742977583,0.00845722585621875,26.6149719080197,26.3590031224778,26.3705958505133,25.7356411151145,25.6342775000092,25.6283470564189
"sp|Q04373|PUF6_YEAST",2,2,2,2,0,1,0.0727751347950493,0.185004843188663,23.7582554352831,23.6917237045793,24.2801832113245,23.5493574655701,NA,22.8240632336623
"sp|Q04409|EMI2_YEAST",12,10,12,11,10,11,0.000728804893915417,0.0069959542468973,28.5789499633202,28.5009970826002,28.7944310186292,27.2034035035197,27.722047455184,27.4627955530931
"sp|Q04410|GRH1_YEAST",1,1,2,0,0,0,NA,NA,23.0234236901095,23.5415336437383,24.0982421903855,NA,NA,NA
"sp|Q04432|HSP31_YEAST",3,3,3,2,2,0,0.00183463048928113,0.012832180090636,25.652471064874,25.7564541361255,25.7374647664948,23.5421955832333,24.374306219712,NA
"sp|Q04438|SPG4_YEAST",5,5,5,5,5,4,0.000670902233230188,0.00666998078766419,27.0194271030974,27.1447367972933,27.1111815490946,26.0903241475168,26.3331225155525,25.9145380255212
"sp|Q04446|GLGB_HUMAN",1,2,1,3,2,3,0.00685331239561169,0.0343292030924395,22.9193966400061,23.9282513591533,23.1959849197868,24.6139384282542,24.306884770861,24.7151850517797
"sp|Q04458|HFD1_YEAST",2,1,1,0,0,0,NA,NA,24.4145495507483,23.8621378380964,22.6782369403396,NA,NA,NA
"sp|Q04491|SEC13_YEAST",7,7,6,6,4,4,0.00212596154670929,0.0142034306893652,27.6136177559524,27.8239390295274,27.7325648183403,26.9490005089535,26.204520598514,26.1565629532904
"sp|Q04493|PFD5_YEAST",2,2,2,2,2,0,0.28806310204427,0.439013199185372,24.6015902032817,24.8408712388709,24.8803224051034,23.6788285791312,24.915795256926,NA
"sp|Q04602|VBA4_YEAST",2,2,1,0,0,0,NA,NA,24.6070443990463,24.3398005321595,NA,NA,NA,NA
"sp|Q04636|POB3_YEAST",2,3,3,1,0,1,NA,NA,22.718334594167,22.4356438233826,23.3673046258638,NA,NA,NA
"sp|Q04637|IF4G1_HUMAN",38,38,36,37,36,36,0.231567555726389,0.383369643462914,30.6830647294393,30.6630011867939,30.5110147935072,30.7721400600063,30.8720149445,30.691648220362
"sp|Q04660|ERB1_YEAST",3,3,3,1,1,0,3.41834034798822e-06,0.000527265005556454,24.224406839989,24.389960273846,24.3235017922823,20.8302578611786,20.6666961692528,NA
"sp|Q04697|GSF2_YEAST",7,6,7,4,6,6,0.0184143581222711,0.0726688028356834,27.7288225689931,27.1836583344387,27.8012483325118,25.8274534069676,27.0129758671535,26.4922709544148
"sp|Q04726|TLE3_HUMAN",2,3,2,2,4,2,0.902215174889898,0.94012014171722,24.013955065958,24.0428539145585,24.4677036829294,23.2190175404603,25.0784357361267,24.4127934156111
"sp|Q04760|LGUL_HUMAN",6,6,6,6,6,5,0.582192259564969,0.699432353143457,29.9686178905093,29.7644022266483,29.2676656032619,30.105977552524,30.0186880017641,29.3665325351025
"sp|Q04767|TVP18_YEAST",2,2,2,2,2,2,0.00259737827497455,0.0163330633867769,25.6355880782297,25.6395382352235,25.8260499468049,24.3114850455681,24.7528239698528,24.9816464139781
"sp|Q04773|YMW4_YEAST",3,2,2,0,2,1,0.00525033276613333,0.0279750555019928,26.119224603297,25.8993115587874,25.58507910386,NA,24.7282305772287,23.9121511506477
"sp|Q04792|DCE_YEAST",6,5,5,3,3,4,0.000616721716550543,0.00639396876275293,26.3768776366413,26.6331758643626,26.9077093049407,25.2995003586793,25.4255171875263,25.5845597638776
"sp|Q04837|SSBP_HUMAN",4,4,5,5,5,5,0.90090189156266,0.93955317869267,28.8317702411772,29.0284129990235,28.7355678746711,28.6323389996005,29.0797368455187,28.948768338658
"sp|Q04869|YM94_YEAST",4,5,4,3,3,3,0.000521717992362403,0.00586003243835104,27.072923407416,27.1161441918978,27.0088383790525,25.3717821747309,25.8375631888938,26.0036332997518
"sp|Q04894|ADH6_YEAST",6,6,5,4,3,4,0.000254451245278598,0.00433309974595706,27.6470207786974,27.5794696010272,27.3269522810062,26.0559062317784,25.7975244003954,26.3231732109253
"sp|Q04917|1433F_HUMAN",8,8,7,8,8,8,0.027967262089126,0.0970511665962142,29.1917903648166,29.0433167726773,29.0703329460131,29.3035547736406,29.6339157748534,29.5781047417403
"sp|Q04947|RTN1_YEAST",7,9,9,8,8,9,0.000456812098338173,0.00551768925901969,29.3206151632618,29.3838203381582,29.4033419804016,28.2448643715368,28.3562324714814,28.5966208859436
"sp|Q05016|YM71_YEAST",7,7,7,5,4,5,0.00292694819424753,0.0177873991008625,27.8694884128713,28.1692369996571,27.6577441354775,26.8861969097557,26.1606520673149,25.6824206896771
"sp|Q05022|RRP5_YEAST",13,13,12,8,7,11,0.00921790746654949,0.0432233165849912,27.1917388040853,27.2636634076577,27.222163033697,25.83344807316,25.8653147820661,26.7719256103271
"sp|Q05048|CSTF1_HUMAN",8,10,7,8,6,7,0.761724155835319,0.835417334548006,27.5396252772836,27.7783985506287,27.0416790235856,27.5299310905625,27.2025481110463,27.4146013043701
"sp|Q05050|EIS1_YEAST",9,10,10,6,4,5,0.000216416148504921,0.00400409226398417,26.7661441951988,27.0666924043126,27.233099351262,25.8005473885054,25.6945288032847,25.7213818067264
"sp|Q05086|UBE3A_HUMAN",7,6,7,5,5,7,0.295255055015203,0.446481405502194,26.0010193730545,26.1072656186385,25.8544161799705,26.2181058040811,26.0378035295964,26.1428319422626
"sp|Q05209|PTN12_HUMAN",2,1,1,0,1,1,0.90415665089639,0.940718848713901,24.4632046353389,23.7457365652714,23.1183276875318,NA,23.9362801699607,23.5038662334566
"sp|Q05359|ERP1_YEAST",3,2,2,1,2,2,0.0304118906329948,0.102990293391933,25.980918407198,25.8805024387286,26.0893404720523,23.9236929443539,25.1078587726575,25.454163850031
"sp|Q05397|FAK1_HUMAN",1,3,1,3,1,2,0.350809227543085,0.499954873835441,21.855134048211,24.9745269812121,22.5141481944935,24.7165560937404,23.0010165268697,24.4133962969575
"sp|Q05471|SWR1_YEAST",2,2,2,2,2,2,0.425657047138605,0.568395827362455,24.8042523449639,24.13005446531,24.0325622970785,24.196510196436,24.2280706108401,23.9225223458026
"sp|Q05506|SYRC_YEAST;sp|P38714|SYRM_YEAST",15,17,16,12,12,9,0.000397249704023574,0.00519376634291193,28.895078922455,28.7830608858324,28.7113665516127,27.6965196490912,27.8766613093564,27.4457307073543
"sp|Q05515|SVF1_YEAST",6,7,5,5,3,5,0.0159885384988941,0.0651908357447315,26.4641782694099,26.8831758278672,26.3611521581793,25.5214584456777,24.3921170071799,25.7871010609341
"sp|Q05518|PAL1_YEAST",1,1,2,0,0,1,0.91842677723174,0.950525997363754,22.0488413479806,21.4398441940422,23.7543608806353,NA,NA,22.3012945761925
"sp|Q05519|SRS11_HUMAN",6,6,6,6,6,6,0.0959022374931008,0.221969840071668,28.2389613525107,28.1747849642364,28.2734064632782,28.6555026434488,28.4582461204085,28.3438618749363
"sp|Q05584|GLO2_YEAST",4,5,4,2,4,2,0.0507321061416533,0.146412918256419,24.7384556824329,25.9627354441872,26.0072849963213,24.0246831872504,25.1252382692839,24.0835352670344
"sp|Q05639|EF1A2_HUMAN",2,3,3,3,3,3,0.564974401415757,0.686355708594534,25.979676639615,26.2901681547405,25.4215542175734,25.9326884398044,26.6634308298137,25.7118806360441
"sp|Q05775|EIF3J_YEAST",3,3,3,3,3,2,0.00276409971687286,0.0170522616371727,27.8119478848119,27.8756253324174,27.3478690839827,26.7053316403623,26.7046684116099,26.156040710736
"sp|Q05785|ENT2_YEAST",3,2,2,0,1,1,0.193994769710626,0.343302587760275,25.1969679797288,25.0399025128517,24.3525854309027,NA,24.4752695712657,24.3521398822535
"sp|Q05788|PNPH_YEAST",1,1,2,1,2,0,0.145340455484034,0.287503427325908,22.9538944310826,22.5013830844637,24.539893192035,21.4493414340705,22.6388796985355,NA
"sp|Q05905|HRI1_YEAST",7,7,8,4,4,4,0.000188056254678727,0.00399021039195868,28.4127457617124,28.4795731355715,28.7053914998012,26.9633965417536,27.1464041429307,26.5501598857305
"sp|Q05911|PUR8_YEAST",13,13,13,11,11,10,7.64854444061749e-05,0.00272779475451511,29.5466776632784,29.7891289562544,29.8082929208939,28.3500330926983,28.4153922935624,28.5020818588104
"sp|Q05933|ARPC3_YEAST",2,2,2,1,2,2,0.015302032943799,0.0632535811873111,25.559821165225,25.5792093086943,25.566752421655,23.6162806291273,24.9021041632592,24.6531891007829
"sp|Q05979|KYNU_YEAST",2,2,1,0,0,1,0.0427389131722207,0.130923090758289,24.8406433178124,24.2149027459103,23.834447413696,NA,NA,22.8861528397082
"sp|Q05D32|CTSL2_HUMAN",2,2,2,2,3,2,0.595227764203122,0.709510333226751,24.0333278562392,23.5248454335569,24.1344354534715,23.6775474361282,24.3651974591334,24.0731186510891
"sp|Q06103|RPN7_YEAST",6,7,7,4,6,6,0.00213231315602831,0.0142034306893652,27.2635515133222,27.4821277238175,27.3096167152405,26.0361994179574,26.5993019738749,26.4865527739567
"sp|Q06124|PTN11_HUMAN",11,11,7,8,9,10,0.247170354104767,0.398835650645935,26.6510166670563,26.7043496642036,26.1945412489578,26.5899984772818,26.8715918047284,26.7962828481569
"sp|Q06142|IMB1_YEAST",2,2,2,2,0,2,0.00132995529725323,0.0103436277565967,24.4078890932702,24.6973539644428,24.6553819418355,23.2356357499233,NA,23.52533145925
"sp|Q06146|YL257_YEAST",6,6,5,3,3,4,0.000288843460652015,0.00451284536399224,26.6731677519651,26.6447122531884,26.4825998604335,24.9278475377275,25.2815419227465,25.4742680780225
"sp|Q06151|DCPS_YEAST",7,7,7,8,5,4,0.0187184196750451,0.0736334459794619,27.4489176890014,27.5789117742264,27.3469410992135,26.9934388725821,25.5967782885512,26.3067986638141
"sp|Q06168|SFH1_YEAST",1,1,2,1,0,0,0.585591192722092,0.702479392988004,22.7273777293255,21.9477391742437,23.3087957693754,22.3005576837666,NA,NA
"sp|Q06169|PEX30_YEAST",2,1,1,1,1,1,0.173948408498966,0.319756179054156,23.5762192148223,21.9840561047527,22.2993565868867,21.0880405250713,22.5913476484188,21.57228088505
"sp|Q06177|TMA10_YEAST",3,3,2,3,3,1,0.00124719519104793,0.00989794929487562,26.286407105936,26.4961140848989,26.0494753488552,25.3384467397485,25.3535280355723,24.9943952643613
"sp|Q06187|BTK_HUMAN",7,8,7,8,9,9,0.0045678953431782,0.0252189114652753,25.746818176004,26.0874615744425,25.6981046522038,26.424857721039,26.6757793148339,26.5472787477981
"sp|Q06203|PUR1_HUMAN",10,10,11,11,13,13,0.0707491565182934,0.182116855031995,27.9491220219531,28.1949873422996,28.0624401046883,28.2912524867211,28.8256925502465,28.3268020095998
"sp|Q06205|FKBP4_YEAST",0,0,1,0,0,0,NA,NA,NA,NA,24.1540266919704,NA,NA,NA
"sp|Q06210|GFPT1_HUMAN",19,21,18,19,21,18,0.482192787409884,0.617889476539213,28.6125011635699,28.8532208503399,28.6313396174526,29.0005325561036,29.1196603785526,28.4505483376065
"sp|Q06252|YL179_YEAST",5,5,5,5,3,5,0.0118746279620462,0.0527929319586513,27.5915109180307,27.4872894289333,27.3227468042196,26.8594705013996,25.9581797636415,26.7152339492374
"sp|Q06265|EXOS9_HUMAN",8,8,6,7,6,7,0.390922561174925,0.537363830613384,27.5336167458033,27.2751872058759,27.1081513833673,27.3151352733305,27.379732095855,27.7202980760837
"sp|Q06287|NEP1_YEAST",4,3,3,2,2,2,0.000271396070086851,0.00447947528617329,25.1237934896717,25.1567482037412,24.7385538066909,23.5902367901512,23.8364361623541,23.7248345698361
"sp|Q06323|PSME1_HUMAN",10,10,11,8,10,12,0.319758936426644,0.470868644780164,28.5865388701198,28.6797610956079,28.6422039080545,28.4410866098625,28.5680000522807,28.5440821905967
"sp|Q06344|ESF1_YEAST",0,1,2,0,0,0,NA,NA,NA,23.2460314904747,22.4173222663497,NA,NA,NA
"sp|Q06385|VPS74_YEAST",2,2,1,1,1,1,0.037786270471586,0.120827040264508,24.7463969880639,24.5135771480138,24.0433897258828,23.3214938556069,23.7130062520415,21.6035558828789
"sp|Q06406|LSM6_YEAST",1,1,2,1,1,2,0.00218662398238715,0.0144797726850125,24.4383870215093,24.4623968385054,24.7719126524669,23.6340902643659,23.7359998862325,23.9106146431517
"sp|Q06413|MEF2C_HUMAN;sp|Q02078|MEF2A_HUMAN;sp|Q14814|MEF2D_HUMAN",2,2,2,2,2,2,0.445831380792484,0.587943893806229,23.5862957009812,23.6453044196134,23.6074025814747,23.3756505754102,24.0739798719868,23.8861528397082
"sp|Q06440|CORO_YEAST",8,9,12,5,5,5,0.000267748179028723,0.00447947528617329,26.6385115041301,27.1534217207344,27.3445827612841,25.0964249564149,25.2943110897302,24.6746715941955
"sp|Q06449|PIN3_YEAST",2,1,1,2,1,0,0.673460183803991,0.770074059926585,24.730754344305,23.6605691820088,23.4997094663338,24.3072665150799,24.0030166475186,NA
"sp|Q06489|MTNA_YEAST",3,4,3,3,2,2,0.0133610215717141,0.0573151460925329,25.151288910785,25.8344878054916,25.4591408876095,24.9490801476629,23.9510947889874,23.9567572519826
"sp|Q06494|PLR1_YEAST",2,1,2,1,1,0,0.124655112416031,0.261625807244299,24.8918643585695,22.8648576464488,22.9044641687811,22.2306127006292,22.2638858504548,NA
"sp|Q06505|IWS1_YEAST",9,9,6,4,4,5,0.0013781188660587,0.0106237202029421,26.3616683887783,26.65262716088,25.730409688534,24.698605336544,24.0568117760036,24.6826957816885
"sp|Q06523|YP148_YEAST",7,7,8,5,3,5,0.000790576412013485,0.00728821952659979,26.6659999492597,26.6607332005124,27.1126102513751,25.4266127782962,25.338378613532,25.7998378211751
"sp|Q06546|GABPA_HUMAN",3,3,1,3,5,5,0.149946303596738,0.293172324679337,24.7810808286322,24.9074307375163,23.1212697807742,25.0391701617739,25.1826279926652,25.0494607611672
"sp|Q06587|RING1_HUMAN",3,3,3,4,3,4,0.449029121353764,0.590666492714054,25.3631709099449,25.6466536509041,25.5528529956645,25.6265081806502,24.8670988765053,25.5033283211143
"sp|Q06608|PDXH_YEAST",2,2,1,2,1,1,0.0458468963697926,0.137144244640685,24.8769087275674,24.5970479622003,22.7765855594261,23.1695144579162,22.3117839097734,21.7481349688244
"sp|Q06609|RAD51_HUMAN",1,0,2,1,2,0,0.98221850558315,0.990121646024194,22.3226988683421,NA,24.1625554764995,22.658945740206,23.7878694465015,NA
"sp|Q06625|GDE_YEAST",9,6,9,3,3,3,6.19865919971584e-06,0.000618094874485951,26.3127044205231,26.4503569881483,26.5638554426878,23.7609634443158,24.0885206357309,24.1434861762883
"sp|Q06685|VIP1_YEAST",5,5,4,3,3,3,0.00755915303396221,0.0370451571955259,25.1642961434581,26.1307312467836,24.8286909150571,24.0780931336426,24.0323875757962,23.636296665555
"sp|Q06704|IMH1_YEAST",1,1,2,0,0,0,NA,NA,21.6469575968836,22.5436900173361,23.3836583317174,NA,NA,NA
"sp|Q06705|CSR1_YEAST",3,3,3,1,1,2,0.00498330767573687,0.0268746592755523,24.7071119919076,24.5809932280489,24.7290734236056,21.5494415117698,22.2918168846601,23.5451622504498
"sp|Q06706|ELP1_YEAST",3,2,3,1,2,1,0.0298192427660757,0.101721537397239,24.8097456655539,24.3603165726755,25.4399344635275,23.4755117022757,24.0638418402147,21.9798484804384
"sp|Q06787|FMR1_HUMAN",0,0,1,0,0,0,NA,NA,NA,NA,22.2007467118463,NA,NA,NA
"sp|Q06830|PRDX1_HUMAN",11,10,10,11,11,10,0.153198381438142,0.296329094104023,32.5091223232073,32.6298360229361,32.4911420667259,32.7250047002237,32.7912627466285,32.6659283265541
"sp|Q07020|RL18_HUMAN",6,6,6,6,6,6,0.464080703828954,0.602097270023439,30.5317033838703,30.5284772017316,30.5493757317126,30.4850488321228,30.7276111180673,30.6761889525088
"sp|Q07021|C1QBP_HUMAN",7,7,7,7,6,7,0.141208753856916,0.282648902640266,30.5333319377793,30.5093319993203,30.5288285132687,31.046322237191,30.6566274048191,30.6391376552221
"sp|Q07157|ZO1_HUMAN",8,9,6,9,9,10,0.075049131063904,0.189308236643384,25.6661038700374,26.1982275301205,25.7958807610048,26.3836156932227,28.2848825394216,26.5119672393881
"sp|Q07362|PBP4_YEAST",2,2,2,1,1,1,0.00211860187063452,0.0141995730314407,24.2358941576105,24.3089772197602,24.2884162960966,21.0744765262578,22.6847927855679,22.3455339163833
"sp|Q07381|TSR1_YEAST",2,0,1,0,1,0,NA,NA,22.6394282088664,NA,22.4721729954957,NA,NA,NA
"sp|Q07418|PEX19_YEAST",2,3,3,2,1,2,0.625353487198349,0.732377070577932,22.1867555393023,25.3652134158904,24.1969360010005,23.8150975668348,NA,22.9784150375014
"sp|Q07451|YET3_YEAST",3,3,3,2,3,3,0.0256568514273675,0.0917040059064502,26.8202431031152,26.8397541054109,26.9757869648937,25.5426530398644,26.3105523590275,26.4484099715751
"sp|Q07478|SUB2_YEAST",12,13,13,12,10,10,0.00160510349559749,0.0118288622616732,29.2384123343086,29.784835617151,29.6343413133078,28.5575290227582,28.6025353819847,28.2586530889143
"sp|Q07505|DLHH_YEAST",2,3,2,2,2,2,0.00350366706214271,0.0203554307558018,24.6764288481126,24.7116735229568,24.6831141917784,22.5545311775856,23.4146760420598,23.706946662062
"sp|Q07551|KAR_YEAST",13,12,12,11,8,9,0.00118948533561595,0.00959047087428967,29.4078269496575,29.4681383285884,29.4633133654156,28.6998363724151,28.2034450305908,28.0914776200924
"sp|Q07623|NOP6_YEAST",2,2,2,1,2,1,0.0452417590144531,0.136031528950534,24.6733597853398,24.5817853735957,24.6564886213727,20.7518863498682,23.9126725984576,23.1145341151145
"sp|Q07653|HBT1_YEAST",16,15,11,10,8,8,0.00015453931653772,0.00366816974215755,27.1785823369209,27.3595950447581,26.7451358623819,25.471177895784,25.4342540855745,25.2096784113946
"sp|Q07657|SHS1_YEAST",3,2,1,1,2,1,0.0824020950097391,0.201409022620103,24.2041835198393,23.7245528038495,23.2768887701989,21.6173500843585,23.6437250042541,22.4779327819261
"sp|Q07666|KHDR1_HUMAN;sp|O75525|KHDR3_HUMAN;sp|Q5VWX1|KHDR2_HUMAN",6,7,7,7,6,7,0.726289419856399,0.809639540364674,30.2739144822094,30.0855123899022,30.0347360665586,30.4352235254601,29.9580004053434,30.1830646272497
"sp|Q07688|YPD1_YEAST",2,2,2,3,0,3,0.346822767475983,0.497526729855447,27.3280230828069,27.5204622980801,24.8722083496847,27.1507093922158,NA,27.9075581073607
"sp|Q07807|PUF3_YEAST",2,3,3,2,1,2,0.00291452936759954,0.0177366819278165,24.3442203103347,24.7604609863117,24.9136031883344,23.8928915623297,23.4600241462332,23.6257221072772
"sp|Q07812|BAX_HUMAN",3,3,3,3,3,3,0.253647266744714,0.404874402258958,24.9335060697199,24.8960112420889,24.8326943187476,24.9983984909947,25.0910914639195,24.9835557888973
"sp|Q07825|FRA1_YEAST",1,2,1,1,1,1,0.0223932804588219,0.0832675558004596,23.233155151331,25.0274911447732,23.0349754245851,22.1904328891552,21.5715318411596,22.2365955806798
"sp|Q07864|DPOE1_HUMAN",4,4,1,4,4,4,0.219122136706949,0.370460470570987,24.5954918455985,24.6722846237072,21.8756732901003,24.814106844908,25.2335253735607,24.4123109290748
